project_id,donor,title,year,year_uncertain,description,crs_sector_code,crs_sector_name,sector_comment,status,status_code,flow,all_recipients,sources,sources_count,funding_agency,implementing_agency,donor_agency,donor_agency_count,recipient_agencies,recipient_agencies_count,verified,verified_code,flow_class,flow_class_code,intent,intent_code,active,active_code,factiva_sources,amount,currency,deflators_used,exchange_rates_used,usd_defl,usd_current,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_condensed,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,debt_uncertian,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,updated_at,location_details,contacts,is_official_finance,SFD Official Loan,source_triangulation,field_completeness,Total Health of Record Score (triangulation + completeness)
32712,Saudi Arabia,100 Million USD Grant to Syrian National Coalition ,2012,FALSE,"Following Saudi Arabia's recognition of the Syrian National Council as a legitimate representative of the Syrian people, Saudi Arabia granted 100 million USD to the Syrian National Coaltion (SNC) for 'the alleviation of the suffering of the Syrian people.' ",700,Emergency Response,,Implementation,2,Grant,Syria,"https://global.factiva.com/aa/?ref=BBCMNF0020121213e8cd000gp&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",1,,,,,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=BBCMNF0020121213e8cd000gp&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","100,000,000",USD,1,1,"100,000,000","100,000,000",,,,,1,Syria,652,573,Syria,SYR,SY,760,463,FALSE,FALSE,FALSE,FALSE,,,,,,14-09-22 9:57,,,1,,0,6,6
33131,Saudi Arabia,"Saudi Fund for Development 450 million SR loan for Sousse Power Station (linked to project ID #33132, #33136)",2012,FALSE,"In September 2012, the Kingdom of Saudi Arabia signed to commit 450 million SR (114 million USD) for the development of a 400 megawatt combined cycle power station in Sousse. It was one of three developmental loans to Tunisia worth 828.75 million SR (220 million USD). These loans were to be from the Saudi Fund for Development at an interest rate of 2%, payable over 20 years with a 5 year grace period. The total cost of the power station is estimated at 1.717 billion SR (450 million USD) and funding for the project is also coming from the Islamic Development Bank (200 million USD) as well as the OPEC Fund for International Development (50 million USD). The implementing agency for the plant is the Tunisian Company for Electricity and Gas. The plant is expected to be completed in mid-2017. The project contributes to meet the growing demand for electric power in the light of population increase and the economic growth in Tunisia. This will be achieved by expanding Sousse current power station in Sousse city in order to increase the generation capacity by about 400 mw. The project is expected to improve the service quality, reduce power cuts and limit power waste. The project involves the following tasks: A. The civil works which include: 1. The power station main building, in addition to the entire foundations and cement structures supporting the main turbines, generators and equipment. 2. Constructing pipes of about 1.70 km long for cooling and discharging sea water. B. The electrical and mechanical works which include: 1. Preparing detailed engineering designs for a gas and a steam turbine units, the electrical devices, control units, fuel equipment and their related items, the handling equipment and the equipment for air pressing and conditioning, fire protection, water treatment, the cooling unit, sea water unit and its associated items, in addition to the necessary maintenance equipment. C. Acquiring land, supply of the facilities and equipment necessary for protecting the environment, besides providing corporate support for the project execution unit. D. Conducting the engineering services and project supervision. STAFF_NOTE: This project is linked to Project ID #33132 and #33136.",230,Energy Generation and Supply,,Implementation,2,Loan (excluding debt rescheduling),Tunisia,"https://global.factiva.com/aa/?ref=ALARAB0020120715e87d00008&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AGETAP0020120715e87d00001&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.esi-africa.com/funding-for-power-project-in-tunisia/, Media Report, including Wikileaks; http://allafrica.com/stories/201207131353.html, Media Report, including Wikileaks; http://www.industcards.com/cc-tunisia.htm, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MENREP0020120717e87h000a2&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=ARBUS00020120714e87e0005l&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AGETAP0020130429e94r0002t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.sfd.gov.sa/cs/groups/public/documents/document/mdaw/mjuy/~edisp/121-37-3703-document-252051.pdf, Government Source (Donor/Recipient); http://www.sfd.gov.sa/cs/groups/public/documents/document/mdaw/mjuy/~edisp/121-37-3703-document-252051.pdf, Government Source (Donor/Recipient)",10,"Saudi Fund for Development, Government Agency","Tunisian Company for Electricity and Gas, State-Owned Company","Saudi Fund for Development, Government Agency",1,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=ALARAB0020120715e87d00008&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AGETAP0020120715e87d00001&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MENREP0020120717e87h000a2&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=ARBUS00020120714e87e0005l&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AGETAP0020130429e94r0002t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","450,000,000",SAR,1,0.27,"121,500,000","121,500,000",25-Sep-12,,,30-Jun-17,1,Tunisia,616,139,Tunisia,TUN,TN,788,744,FALSE,FALSE,TRUE,FALSE,Concessional,2,20,5,,15-09-01 16:44,Sousse,,1,Yes,7,8,15
33132,Saudi Arabia,"Saudi Fund for Development loan for natural gas network project (Linked to Project ID #33131, #33136)",2012,FALSE,"In September 25, 2012, the Kingdom of Saudi Arabia signed to commit a 318.75 million SR loan (136,276 MTD) for a natural gas transport network. It was one of three developmental loans to Tunisia worth 828.75 million SR (220 million USD). These loans were to be from the Saudi Fund for Development at an interest rate of 2%, payable over 20 years with a 5 year grace period. The total cost of the project is estimated at 2.881 billion SR. It is to be implemented by the Tunisian Company for Electricity and Gas as well as the Ministry of Energy and is set to be completed mid-2017. The project involves laying pipes to transport oil throughout Tunisia through the cities of Beja, Jendouba, Dahmani and others. Details are unclear as to the current state of the project. This project seeks to develop the natural gas transport network, supply the Tunisian cities in the western provinces with natural gas, reduce the reliance upon energy, and promote the use of gas instead of other sources in order to preserve the environment. These objectives will be achieved by providing and laying a number of pipes of about 1713 km long, constructing gas compression stations and supplying them with the required equipment. The project will be executed in two phases: A. The first phase: It includes laying pipes between the cities from Tunisia to Beja, then to Jendouba, and finally to Dahmani with a total length of about 210 km. B. The second phase: It includes laying pipes to the rest of the cities located in the western provinces of Tunisia. STAFF_NOTE: This project is linked to Project ID #33131 and #33136. ",230,Oil & Gas Supply,,Pipeline: Commitment,11,Loan (excluding debt rescheduling),Tunisia,"https://global.factiva.com/aa/?ref=LBA0000020120714e87e0004u&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.sfd.gov.sa/cs/groups/public/documents/document/mdaw/mjuy/~edisp/121-37-3703-document-252051.pdf, Government Source (Donor/Recipient); http://allafrica.com/stories/201207131353.html, Media Report, including Wikileaks; http://allafrica.com/stories/201207131353.html, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=ARBUS00020120714e87e0005l&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MISTNW0020120715e87f000b5&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFMAEN0020120716e87f00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.sfd.gov.sa/cs/groups/public/documents/document/mdaw/mjuy/~edisp/121-37-3703-document-252051.pdf, Government Source (Donor/Recipient)",8,"Saudi Fund for Development, Government Agency","Tunisian Company for Electricity and Gas, State-Owned Company","Saudi Fund for Development, Government Agency",1,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=LBA0000020120714e87e0004u&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=ARBUS00020120714e87e0005l&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MISTNW0020120715e87f000b5&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFMAEN0020120716e87f00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","318,750,000",SAR,1,0.27,"86,062,500","86,062,500",25-Sep-12,,,30-Jun-17,1,Tunisia,616,139,Tunisia,TUN,TN,788,744,FALSE,FALSE,TRUE,FALSE,Concessional,2,20,5,,15-09-01 16:43,"Beja, Jendouba, Dahmani",,1,Yes,7,8,15
33136,Saudi Arabia,"Saudi Fund for Development Loan to Tunisia for Vocational Training (linked to project ID #33131, #33132)",2012,FALSE,"In September 25, 2012, the Kingdom of Saudi Arabia signed to commit a 60 million SR (25,620 MTD) to train Tunisian youth in technical and vocational skills in order to increase their opportunities for employment. The total project cost is 350 million Saudi Riyal. This was one of three developmental loans to Tunisia worth 828.75 million SR (220 million USD). These loans were to be from the Saudi Fund for Development at an interest rate of 2%, payable over 20 years with a 5 year grace period. The project is to be implemented by the Tunisian Agency for Vocational Training and the Ministry of Vocational Training and Employment. The total cost of this project is estimated at 350.00 million SR and it is set to be completed in 2017. Details are unclear as to the current state of the project. The main aim of this project lies in supporting and qualifying the Tunisian youth to obtain technical and vocational education which eventually increases their opportunity of being employed in the western and southern provinces. This aim will be achieved through the provision of high-quality technical training that meets the labor market demands. The project will notably contribute to solving the problem of youth unemployment by raising the standard of vocational training centers through increasing their number, providing them with all necessary equipment and devices, in addition to developing the training process, skills and educational curricula. The project involves the following tasks: A. The civil works which include the rehabilitation of 15 current training centers and the construction of 8 new ones. This generally includes repairing and expanding the current workshops and training buildings, constructing some new ones, equipping both the new and rehabilitated centers with modern equipment and devices, building student hostels and administrative buildings and equipping them, in addition to preparing recreational and sports areas. B. Providing the trainers with vocational and technical training whether abroad or locally. C. Preparing new programs and developing the current ones. D. Actualizing the partnership between the vocational training centers and economic institutions. E. Improving the governance and managing the training centers by setting a guide to perfect administration and quality guarantee. F. Managing and monitoring the project which includes supporting the Executing Agency by supplying it with human and financial resources, in addition to supervising the project execution. G. Providing engineering and consultancy services which include the detailed and preliminary studies as well as the engineering designs of the civil works. This project is linked to project 33131 and 33132. ",110,Education,,Implementation,2,Loan (excluding debt rescheduling),Tunisia,"http://allafrica.com/stories/201207131353.html, Media Report, including Wikileaks; http://www.esi-africa.com/funding-for-power-project-in-tunisia/, Media Report, including Wikileaks; http://www.sfd.gov.sa/cs/groups/public/documents/document/mdaw/mjuy/~edisp/121-37-3703-document-252051.pdf, Government Source (Donor/Recipient); http://allafrica.com/stories/201207131353.html, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AGETAP0020130429e94r0002t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFNWS00020121102e8b2000mu&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MENREP0020120717e87h000a2&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFMAEN0020120716e87f00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MISTNW0020120715e87f000b5&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=ARBUS00020120714e87e0005l&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://allafrica.com/stories/201207131353.html, Media Report, including Wikileaks; http://www.sfd.gov.sa/cs/groups/public/documents/document/mdaw/mjuy/~edisp/121-37-3703-document-252051.pdf, Government Source (Donor/Recipient)",12,"Saudi Fund for Development, Government Agency",Tunisian Agency for Vocational Training ,"Saudi Fund for Development, Government Agency",1,Tunisian Agency for Vocational Training ,1,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=AGETAP0020130429e94r0002t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFNWS00020121102e8b2000mu&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MENREP0020120717e87h000a2&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFMAEN0020120716e87f00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MISTNW0020120715e87f000b5&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=ARBUS00020120714e87e0005l&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","60,000,000",SAR,1,0.27,"16,200,000","16,200,000",,,,30-Jun-17,1,Tunisia,616,139,Tunisia,TUN,TN,788,744,FALSE,FALSE,TRUE,FALSE,Concessional,2,20,5,,15-09-01 16:41,,,1,Yes,7,8,15
33180,Saudi Arabia,Saudi Arabia Contributes 1 Million USD for ALECSO Building,2012,FALSE,"The Custodian of the Two Holy Mosques King Abdullah bin Abdulaziz ordered the allocation of $1 million for the completion of the new building of the Arab League Educational, Cultural and Scientific Organization (ALECSO) in Tunis. The announcement was made by Dr. Khalid Al-Sabti, Deputy Minister of Education, who led Saudi Arabia's delegation to the ALECSO General Conference in Tunisia today. Addressing the opening ceremony, Dr. Al-Sabti said the donation reflects Saudi Arabia's keenness on the important role played by ALECSO in the areas of education, culture and science in the Arab world.",160,Other Social infrastructure and services,,Pipeline: Commitment,11,Grant,Tunisia,"https://web.archive.org/web/20130101164113/http://saudiembassy.net/latest_news/news12291202.aspx, Government Source (Donor/Recipient); http://www.saudigazette.com.sa/index.cfm?method=home.regcon&contentid=20121231147690, Media Report, including Wikileaks",2,,,,,,,Checked,1,ODA-like,2,Development,1,Active,1,,"1,000,000",USD,1,1,"1,000,000","1,000,000",,,,,1,Tunisia,616,139,Tunisia,TUN,TN,788,744,FALSE,FALSE,TRUE,FALSE,,,,,,15-08-28 13:19,,"Dr. Khalid Al-Sabti, Deputy Minister of Education ",1,,3,6,9
32825,Saudi Arabia,Saudi Fund for Development grants Yemen 6 million USD to fight measles,2012,FALSE,In September 2012 Saudi Arabia and Yemen signed three financing agreements to support a transition program for stability. One of these agreements provided that the Saudi Fund for Development would provide a grant of 6 million USD to assist with fighting measles. The second agreement was between the Central Bank of Yemen and the Saudi Finance Minister for the Saudi Fund for Development to deposit 1 billion USD into the Central Bank. The third agreement was for the Saudi Fund for Development to provide 20 million USD to fund the construction of a 60 MW wind power station in Mocha city. ,120,Health,,Pipeline: Commitment,11,Grant,Yemen,"http://global.factiva.com/aa/?ref=MENREP0020120906e896000lg&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.sauress.com/en/alriyadhen/765591, Media Report, including Wikileaks",2,"Saudi Fund for Development, Government Agency",,"Saudi Fund for Development, Government Agency",1,,,Checked,1,ODA-like,2,Development,1,Active,1,"http://global.factiva.com/aa/?ref=MENREP0020120906e896000lg&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","6,000,000",USD,1,1,"6,000,000","6,000,000",,,,,1,Yemen,678,580,Yemen,YEM,YE,887,474,FALSE,FALSE,FALSE,FALSE,,,,,,14-08-20 11:19,,"Mohammed bin Hammam, Central Bank of Yemen (CBY) ; Ibrahim al-Assaf, Saudi Finance Minister ",1,,1,7,8
32827,Saudi Arabia,Saudi Fund for Development funds electricity sector in Yemen with SR 270 mln,2012,FALSE,"On May 23, 2012, Yemen and Saudi Arabia signed an agreement to support electricity and energy sector with 270 million SAR funded by the Saudi Fund for Development. The agreement aimed to contribute to solving the problem of acute shortages of electric power by increasing the volume of production and improve the level of electric service.",230,Energy Generation and Supply,,Pipeline: Pledge,12,Vague TBD,Yemen,"https://global.factiva.com/aa/?ref=YEMNA00020120524e85n00003&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://yemenpost.net/Detail123456789.aspx?SubID=5439, Media Report, including Wikileaks; http://web.archive.org/web/20121016052646/http://saudiembassy.net/latest_news/news05231202.aspx, Government Source (Donor/Recipient); http://www.kuna.net.kw/ArticlePrintPage.aspx?id=2242617&language=en, Media Report, including Wikileaks",4,"Saudi Fund for Development, Government Agency",,"Saudi Fund for Development, Government Agency",1,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=YEMNA00020120524e85n00003&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","270,000,000",SAR,1,0.27,"72,900,000","72,900,000",,,,,1,Yemen,678,580,Yemen,YEM,YE,887,474,FALSE,FALSE,FALSE,FALSE,,,,,,15-08-31 11:37,,,1,,5,5,10
31461,Saudi Arabia,SFD gives 20 million USD for Mocha Wind Park (possibly linked to project ID#31525),2012,FALSE,"During the 2012 'Friends of Yemen' pledges conference, the Saudi Fund for Development signed an agreement stating that it would give 20 million USD to finance a 60 MW wind power generating station electricity in Mocha city. The projects is being co-financed by the World Bank, the Arab Fund for Social and Economic Development and the OPEC Fund for International Development. The total cost of the project is 144 million USD. STAFF_NOTE: Possibly under the 1.75 billion for development projects (ID #31525)",230,Energy Generation and Supply,,Pipeline: Pledge,12,Grant,Yemen,"http://global.factiva.com/aa/?ref=MENREP0020120906e896000lg&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=SAUDPA0020120905e8940000b&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.ppiaf.org/sites/ppiaf.org/files/publication/Yemen_Gas_to_power_development.pdf, Other Official Source (non-Donor, non-Recipient); http://www.worldbank.org/projects/P146055?lang=en, Other Official Source (non-Donor, non-Recipient); http://www.worldbank.org/en/news/press-release/2014/03/07/world-bank-announces-a-us20-million-grant-yemen-first-wind-power-project, Other Official Source (non-Donor, non-Recipient)",5,,,"Saudi Fund for Development, Government Agency",1,,,Checked,1,ODA-like,2,Development,1,Active,1,"http://global.factiva.com/aa/?ref=MENREP0020120906e896000lg&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=SAUDPA0020120905e8940000b&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","20,000,000",USD,1,1,"20,000,000","20,000,000",,,,,1,Yemen,678,580,Yemen,YEM,YE,887,474,FALSE,FALSE,TRUE,FALSE,,,,,,14-05-13 15:48,Mocha City,"Wael Zakout, World Bank Country Manager for Yemen ; Jianping Zhao, World Bank Project Manager ; Dr. Ibrahim bin Abdulaziz Al-Assaf , Minister of Finance and Chairman of the board of directors ; Dr. Mohammed Saeed Saadi, Yemen's Minister of Planning and International Cooperation ",1,,4,6,10
31459,Saudi Arabia,$2.2 billion in oil products to Yemen,2012,FALSE,"In September 2012, Saudi Arabia gave Yemen fuel and oil products valued at 2.2 billion USD to help keep Yemen running amid its domestic conflicts. The agreement was made at a donors' conference in Riyadh. This donation of fuel products is in addition to the previous commodity assistance Saudi Arabia has been provided Yemen since 2011 (see project IDs #31454 #31621). STAFF_NOTE: It is unclear whether this donation includes fuel aid previously given to Yemen over the course of 2012 (project ID #31455 and #31522).",230,Oil & Gas Supply,,Implementation,2,Grant,Yemen,"http://global.factiva.com/aa/?ref=ALARAB0020120904e8930008d&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://english.al-akhbar.com/node/12414, Media Report, including Wikileaks; http://www.albawaba.com/business/saudi-arabia-aid-442941, Media Report, including Wikileaks; http://www.imf.org/external/pubs/ft/scr/2013/cr13246.pdf, Other Official Source (non-Donor, non-Recipient); http://www.arabnews.com/saudi-arabia/global-donors-pledge-64-bn-yemen, Media Report, including Wikileaks",5,,,,,,,Checked,1,ODA-like,2,Development,1,Active,1,"http://global.factiva.com/aa/?ref=ALARAB0020120904e8930008d&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","2,200,000,000",USD,1,1,"2,200,000,000","2,200,000,000",,,,,1,Yemen,678,580,Yemen,YEM,YE,887,474,FALSE,FALSE,FALSE,FALSE,,,,,,14-05-01 14:09,,"Ibrahim al-Assaf, Saudi Finance Minister ; Mohammed al-Saadi, Yemen's Planning and International Cooperation Minister ; Jalal Omar Yaqoub, Deputy minister for external financial affairs ",1,,6,6,12
31417,Saudi Arabia,1 billion dollars in currency support for Yemen (part of $3.25 billion deal project ID#31453),2012,FALSE,"On August 29, 2012, Yemeni Minister of Planning and International Cooperation Mohammad Al-Saadi announced that Saudi Arabia, through its Saudi Development Fund, will grant USD 1 billion to the Central Bank of Yemen to assist the Yemeni government to stabilize the local currency and exchange prices. On September 4, 2012, Yemen and Saudi Arabia inked the financing agreements, the loan is placed at LIBOR rate. The $1 billion has been deposited in early September, and it is part of the Saudi Arabia's $3.25 billion pledge to Yemen (ID #31453). See also projects #31429 and #31525. ",240,Banking and Financial Services,,Completion,3,Loan (excluding debt rescheduling),Yemen,"http://global.factiva.com/aa/?ref=LBA0000020120829e88t00169&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=CNBCAR0020120830e88u00004&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=WDAN000020121122e8bm00003&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=KUWNA00020120830e88t0000x&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=MENREP0020120906e896000lg&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=ALARAB0020120904e8930008d&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://al-shorfa.com/en_GB/articles/meii/features/2012/09/21/feature-01, Media Report, including Wikileaks; http://www.imf.org/external/pubs/ft/scr/2013/cr13246.pdf, Other Official Source (non-Donor, non-Recipient); https://global.factiva.com/redir/default.aspx?P=sa&an=BBCMEP0020140502ea52003bh&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.arabnews.com/news/563916, Media Report, including Wikileaks; http://www.saudimission.org/attachments/090_friendsofyemen%20en.pdf, Government Source (Donor/Recipient); http://www.worldbank.org/en/news/speech/2013/03/07/friends-of-yemen-world-bank-vice-president-inger-andersen-urges-support-for-yemen-transition, Other Official Source (non-Donor, non-Recipient)",12,,,,,,,Checked,1,OOF-like,2,Development,1,Active,1,"http://global.factiva.com/aa/?ref=LBA0000020120829e88t00169&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=CNBCAR0020120830e88u00004&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=WDAN000020121122e8bm00003&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=KUWNA00020120830e88t0000x&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=MENREP0020120906e896000lg&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=ALARAB0020120904e8930008d&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=BBCMEP0020140502ea52003bh&cat=a&ep=ASE, Media Report, including Wikileaks","1,000,000,000",USD,1,1,"1,000,000,000","1,000,000,000",,27-Sep-12,,,1,Yemen,678,580,Yemen,YEM,YE,887,474,FALSE,FALSE,FALSE,FALSE,Concessional,0.687,,,,14-04-29 15:01,,"Mohammed bin Hammam, governor of Central Bank of Yemen ; Ibrahim al-Assaf, Saudi Finance Minister ",1,,10,7,17
31525,Saudi Arabia,US $1.75 Billion for 14 Development Projects (Linked to #31417 and #31429),2012,FALSE,"On September 5, 2012, Saudi Finance Minister Ibrahim Abdel-Aziz al-Assaf signed an agreement that would grant Yemen a total of US $3.25 billion in foreign aid in an effort to help the country stabilize after its political crisis in 2011. The package comprised of three parts, one of which was a US $1.75 billion donation towards unspecified development projects; the other parts included a US $1 billion deposit in the Central Bank of Yemen as well as a US $500 million export subsidy. Saudi Arabia has been praised as a leader humanitarian assistance to Yemen during this period of instability; as of March 2013, Saudi Arabia had disbursed 93% of its commitments. In 2013, the Guardian revised this figure to a total of 14 projects worth $1.3 billion, but further confirmation remains to be seen. This project is linked to #31417 (CBY deposit) and #31429 (export subsidy). ",430,Other Multisector,,Pipeline: Commitment,11,Grant,Yemen,"http://global.factiva.com/aa/?ref=EIUCP00020120906e8950009v&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.theguardian.com/global-development/2013/mar/07/yemen-donors-humanitarian-crisis, Media Report, including Wikileaks; http://www.saudimission.org/attachments/090_friendsofyemen%20en.pdf, Government Source (Donor/Recipient); http://www.arabnews.com/saudi-arabia/kingdom%E2%80%99s-steadfast-support-yemen%E2%80%99s-recovery-praised?page=2&quicktabs_stat2=0, Media Report, including Wikileaks",4,,,,,,,Checked,1,ODA-like,2,Development,1,Active,1,"http://global.factiva.com/aa/?ref=EIUCP00020120906e8950009v&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","1,750,000,000",USD,1,1,"1,750,000,000","1,750,000,000",05-Sep-12,,,,1,Yemen,678,580,Yemen,YEM,YE,887,474,FALSE,FALSE,FALSE,FALSE,,,,,,15-08-28 13:24,," Abdel-Aziz al-Assaf, Saudi Finance Minister ",1,,5,6,11
31429,Saudi Arabia,Export Subsidy (Linked to #31417 and #31525),2012,FALSE,"On September 5, 2012, Saudi Finance Minister Ibrahim Abdel-Aziz al-Assaf signed an agreement that would grant Yemen a total of US $3.25 billion in foreign aid in an effort to help the country stabilize after its political crisis in 2011. The package comprised of three parts, one of which was a US $500 million export subsidy to Yemen; the other parts included a US $1 billion deposit in the Central Bank of Yemen as well as a US $1.75 billion towards development projects in Yemen. Saudi Arabia has been praised as a leader humanitarian assistance to Yemen during this period of instability; as of March 2013, Saudi Arabia had disbursed 93% of its commitments. This project is linked to #31417 (CBY deposit) and #31525 (development projects).",530,Other Commodity Assistance,,Completion,3,Export credits,Yemen,"http://global.factiva.com/aa/?ref=EIUCP00020120906e8950009v&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=SPASAU0020120906e89500003&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.theguardian.com/global-development/2013/mar/07/yemen-donors-humanitarian-crisis, Media Report, including Wikileaks",3,"Saudi Export Program, Government Agency",,"Saudi Export Program, Government Agency",1,,,Checked,1,OOF-like,3,Mixed (Some Development),6,Active,1,"http://global.factiva.com/aa/?ref=EIUCP00020120906e8950009v&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=SPASAU0020120906e89500003&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","500,000,000",USD,1,1,"500,000,000","500,000,000",05-Sep-12,,,,1,Yemen,678,580,Yemen,YEM,YE,887,474,FALSE,FALSE,FALSE,FALSE,,,,,,14-04-28 16:44,,"Ahmed bin Mohammed al-Ghannam, Director General of the Department of Asia (Saudi Fund for Development)",1,,2,8,10
