project_id,donor,title,year,year_uncertain,description,crs_sector_code,crs_sector_name,sector_comment,status,status_code,flow,all_recipients,sources,sources_count,funding_agency,implementing_agency,donor_agency,donor_agency_count,recipient_agencies,recipient_agencies_count,verified,verified_code,flow_class,flow_class_code,intent,intent_code,active,active_code,factiva_sources,amount,currency,deflators_used,exchange_rates_used,usd_defl,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_condensed,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,debt_uncertian,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,updated_at,location_details,contacts,is_official_finance
33837,Qatar,Qatar deposits 500 million USD in Tunisian Central Bank (Linked to Project ID #33114),2012,FALSE,"Qatar deposited 500 million USD in the Tunisian Central Bank in April of 2012, as a part of a larger 1 billion USD loan to Tunisia (the other half of which was provided in a 500 million USD low-interest loan, Project ID #33114). The amount was expected to be repaid in 5 years with 3% interest. According to one media report, the deposit was aimed at increasing foreign exchange reserves in Tunisia. ",240,Banking and Financial Services,,Completion,3,Loan (excluding debt rescheduling),Tunisia,"http://www.al-monitor.com/pulse/business/2014/03/tunisia-pm-tour-support-investment-gulf-countries.html#, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=ATGUAE0020120428e84s00005&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFMAEN0020120427e84q00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",3,,,,,,,Check,0,OOF-like,3,Development,1,Active,1,"https://global.factiva.com/aa/?ref=ATGUAE0020120428e84s00005&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFMAEN0020120427e84q00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",500000000,USD,1,1,"500,000,000",,,,,1,Tunisia,616,139,Tunisia,TUN,TN,788,744,FALSE,FALSE,FALSE,FALSE,,3,5,0,,14-08-04 15:36,,,0
33114,Qatar,Qatar offers $500 million loan to Tunisia (Linked to Project ID #33837),2012,FALSE,"Qatar offered Tunisia a 500 million USD loan in April of 2012, as a part of a larger 1 billion USD loan (the other half of which was made as a deposit in the Tunisian Central Bank, Project ID #33837). The loan has an interest rate of 2.5% and is expected to be paid back in 5 years. The loan came on the heels of a political revolution in Tunisia.",150,Government and Civil Society,,Completion,3,Loan (excluding debt rescheduling),Tunisia,"https://global.factiva.com/aa/?ref=ATGUAE0020120428e84s00005&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=XNEWS00020120426e84q007n2&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=ARBUS00020120426e84q0002u&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFMAEN0020120427e84q00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=APRS000020120425e84p001m4&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.arabiangazette.com/qatar-billion-dollar-aid-jobs-tunisia/, Media Report, including Wikileaks; http://www.thenational.ae/business/industry-insights/economics/qatar-offers-tunisia-1bn-of-loan-assistance, Media Report, including Wikileaks; http://news.yahoo.com/qatar-extends-1bn-loan-cash-strapped-tunisia-183315469--finance.html, Media Report, including Wikileaks; http://www.al-monitor.com/pulse/business/2014/03/tunisia-pm-tour-support-investment-gulf-countries.html#, Media Report, including Wikileaks; http://eujournal.org/index.php/esj/article/viewFile/2337/2210, Academic Journal Article",10,,,,,,,Check,0,OOF-like,3,Development,1,Active,1,"https://global.factiva.com/aa/?ref=ATGUAE0020120428e84s00005&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=XNEWS00020120426e84q007n2&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=ARBUS00020120426e84q0002u&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFMAEN0020120427e84q00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=APRS000020120425e84p001m4&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",500000000,USD,1,1,"500,000,000",,,,,1,Tunisia,616,139,Tunisia,TUN,TN,788,744,FALSE,FALSE,FALSE,FALSE,No Information,2.5,5,0,,14-08-04 15:14,,,0
33120,Qatar,Qatar donates 31 million TND for Tunisian revolutionary martyrs,2012,FALSE,"In Dec 2012, Qatar donated 31 million TND (20 million USD) to Tunisia to compensate the families of those killed or wounded in the revolution, as parliament moved closer to adopting a compensation law. The donations, which will supplement an existing fund, was announced by Tunisian Prime Minister Hamadi Jebali. ",160,Other Social infrastructure and services,,Pipeline: Commitment,11,Monetary Grant (excluding debt forgiveness),Tunisia,"https://global.factiva.com/aa/?ref=AFNWS00020121221e8cl000k9&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFPR000020121221e8cl0065l&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.rnw.nl/africa/bulletin/qatar-donates-20-million-tunisia-martyrs-report, Media Report, including Wikileaks",3,,,,,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=AFNWS00020121221e8cl000k9&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFPR000020121221e8cl0065l&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",31000000,TND,1,1.72,"18,023,256",,,,,1,Tunisia,616,139,Tunisia,TUN,TN,788,744,FALSE,FALSE,FALSE,FALSE,,,,,,14-08-04 15:23,,"Hamadi Jebali, Tunisian Prime Minister ",0
31582,Qatar,Qatar Provides Scholarships to Yemeni Students ,2012,FALSE,"During President Abdo Rabbo Mansour Hadi's visit to Sana'a in August 2012, Emir of Qatar Hamad bin Khalifah Al Thani pledged 100 medical scholarships and 100 scholarships for studying in various scientific fields. No further resources can be found, but the source suggests that the scholarships had been 'directed to present' to the students during the visit. ",110,Education,Education,Pipeline: Commitment,11,Scholarships/training in the donor country,Yemen,"http://global.factiva.com/aa/?ref=YEMNA00020120803e88300002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",1,,,,,,,Suspicious,0,ODA-like,2,Development,1,Active,1,"http://global.factiva.com/aa/?ref=YEMNA00020120803e88300002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,1,Yemen,678,580,Yemen,YEM,YE,887,474,FALSE,FALSE,FALSE,FALSE,,,,,,14-08-05 10:43,,"Abdo Rabbo Mansour Hadi, President of Yemen ; Hamad bin Khalifah Al Thani, Emir of Qatar ",0
31484,Qatar,Qatar Red Crescent team on mission in Yemen,2012,TRUE,"In June 2012, a medical team from the Qatar Red Crescent arrived in Yemen's capital, Sana'a, for a humanitarian medical mission that aims to carry surgical operations for 300 chronic cases for the wounded in recent events. The mission is set to last four months. ",120,Health,Medical Services,Implementation,2,Free-standing technical assistance,Yemen,"http://global.factiva.com/aa/?ref=GUTIME0020120604e8630000n&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.yemenfox.net/news_details.php?sid=3172, Media Report, including Wikileaks",2,"Qatar Red Crescent Society, National NGO",,"Qatar Red Crescent Society, National NGO",1,,,Checked,1,ODA-like,2,Development,1,Active,1,"http://global.factiva.com/aa/?ref=GUTIME0020120604e8630000n&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,31-Oct-12,1,Yemen,678,580,Yemen,YEM,YE,887,474,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-28 17:09,Sana'a,"Saleh al Yazidi, chief orthopaedic consultant ; Abdul Malik al-Zubairy, secretary-general of the Medical Association in Yemen ",1
31670,Qatar,Youth savings program,2012,FALSE,"In July 2012, Silatech and Deutsche Gesellschaft f’_r Internationale Zusammenarbeit (GIZ) signed an agreement with the Al-Amal Microfinance Bank (AMB) and Al-Kuraimi Islamic Microfinance Bank (KIMB) in Yemen to provide financial access to tens of thousands of young Yemenis through a youth savings program. The initiative will enable young Yemenis aged 18-30 to build their financial assets by opening a youth-specific savings account at any AMB or KIMB branch across the country. The program was set to be available for youth by the end of summer 2012, but was put on hold in April 2012 due to the political crisis in Yemen. On June 17, 2013, the 'Youth Savers' campaign was officially launched. By the end of 2014, the Yemen program is expected to provide at least 10,000 Yemeni youth with specially designed youth savings accounts, as well as financial literacy training that will be delivered to another 10,000 young people. ",160,Other Social infrastructure and services,,Implementation,2,Vague-TBD,Yemen,"http://www.silatech.com/home/project-countries/yemen, Government Source (Donor/Recipient); http://www.qatarisbooming.com/article/silatech-giz-al-amal-al-kuraimi-announce-partnership-support-young-yemenis, Media Report, including Wikileaks; http://yemenpost.net/Detail123456789.aspx?ID=3&SubID=5645, Media Report, including Wikileaks; http://www.silatech.com/home/news-events/silatech-news/silatech-news-details/2013/06/19/silatech-meets-yemeni-president-dignitaries-launches-savings-program, Media Report, including Wikileaks",4,"Deutsche Gesellschaft f’_r Internationale Zusammenarbeit (GIZ), State-Owned Company; Silatech, Foundation",,"Silatech, Foundation",1,"Al-Amal Microfinance Bank , National NGO; Al-Kuraimi Islamic Microfinance Bank, Private Sector",2,Checked,1,ODA-like,2,Development,1,Active,1,,,,,,,,,,,1,Yemen,678,580,Yemen,YEM,YE,887,474,FALSE,FALSE,TRUE,FALSE,,,,,,14-07-28 16:28,,"Abdo Rabbo Mansour, Yemeni President ; Abdul-Qader Hilal, Mayor of Sana'a ; Dr. Tarik Yousef, Silatech's Chief Executive ; Mohammed Al-Lai, CEO of Al-Amal Microfinance Bank (AMB) ",1
33023,Qatar,Qatar in loan agreement with Yemen,2012,FALSE,"In 2012 after the Friends of Yemen Conference, Qatar pledged to grant Yemen 500 million USD in grants and loans for development projects. Details on the project are unclear. ",998,Unallocated / Unspecified,"Development projects (roads, energy, etc.)",Pipeline: Pledge,12,Loan (excluding debt rescheduling),Yemen,"https://global-factiva-com.proxy.wm.edu/aa/?ref=MEDFN00020121001e8a10002t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.yemenpolitics.org/en/main/20-yobserverfeed/6077-qatar-earmarks-$-500-million-for-development-projects-in-yemen, Media Report, including Wikileaks; http://arabpressreleases.com/2339.htm/qatar-pledges-500-million-in-aid-for-yemen/, Media Report, including Wikileaks",3,,,,,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global-factiva-com.proxy.wm.edu/aa/?ref=MEDFN00020121001e8a10002t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",500000000,USD,1,1,"500,000,000",,,,,1,Yemen,678,580,Yemen,YEM,YE,887,474,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-24 14:04,,"Dr. Khalid bin Mohammed al-Attiyah, Minister of State for Foreign Affairs (Qatar Ministry of Foreign Affairs)",0
31649,Qatar,Donation for African refugees in Yemen,2012,FALSE,"On September 7, 2012 a delegation of Qatari Sheikh Eid Charity Association provided Yemen more than Qatari Rial 1.2 million as aid for the Somali and Eritrean refugees in Yemen. This charitable initiative came within the framework of the association delegation's visit to the country to launch the 'Immediate Relief' Program to refugees in Yemen. The delegation also inspected the association's projects here. STAFF_NOTE: No further information could be found on this project. ",700,Emergency Response,,Implementation,2,Monetary Grant (excluding debt forgiveness),Yemen,"http://global.factiva.com/aa/?ref=OANA000020100908e6980000k&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",1,,,,,,,Checked,1,ODA-like,2,Development,1,Active,1,"http://global.factiva.com/aa/?ref=OANA000020100908e6980000k&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",1200000,QAR,1,3.65,"328,767",,,,,1,Yemen,678,580,Yemen,YEM,YE,887,474,FALSE,FALSE,FALSE,FALSE,,,,,,14-08-05 10:45,,,1
33371,Qatar,Qatar to fund Chad-Sudan road,2013,FALSE,In 2013 it was announced by Sudan's president Omar Al-Bashir that Qatar is to fund the construction of a road connecting Sudan and Chad. Financial details and the current state of the project are unclear. ,210,Transport and Storage,,Pipeline: Pledge,12,Monetary Grant (excluding debt forgiveness),"Chad, Sudan","http://www.sudantribune.com/spip.php?article45442, Media Report, including Wikileaks; http://news.sudanvisiondaily.com/details.html?rsnpid=219213, Media Report, including Wikileaks; http://news.sudanvisiondaily.com/details.html?rsnpid=219336, Media Report, including Wikileaks",3,,,,,,,Check,0,Vague (Official Finance),5,Development,1,Active,1,,,,,,,,,,,2,"Africa, regional",625; 483,278; 232,Sudan; Chad,SDN; TCD,SD; TD,736; 148,732; 628,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-22 16:34,"El-Geneina, Ab’©ch’© ",,0
33372,Qatar,"Qatar Charity provides 530,000 QAR for Sudan flood relief",2013,FALSE,"In 2013, Qatar Charity donated relief goods costing 530,000 QAR to 20,000 flood victims in Sudan. The goods consisted of food items. shelter, and health requirements and was distributed East of the Nile, as well as in the Karari area in Khartoum.",700,Emergency Response,flood relief,Completion,3,In-kind Grant (Goods or Services),Sudan,"http://www.gulf-times.com/Mobile/Qatar/178/details/371837/-Qatar-Charity-carries-out-key-socio-economic-projects-in-South-Darfur, Media Report, including Wikileaks; http://www.qatar-tribune.com/viewnews.aspx?d=20130818&cat=nation4&pge=3, Media Report, including Wikileaks",2,"Qatar Charity, National NGO",,"Qatar Charity, National NGO",1,,,Check,0,ODA-like,2,Development,1,Active,1,,"530,000",QAR,1.015,3.65,"143,060",,,,,2,"Africa, regional",625; 625,278; 278,Sudan; Sudan,SDN; SDN,SD; SD,736; 736,732; 732,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-24 13:35,"Mahaliti area in East of the Nile, Karari area in Khartoum","Mohammed bin Ali al Ghamdi, Executive Director for International Devleopment (Qatar Charity)",0
33331,Qatar,Qatar Charity gives 5.5 million QAR of aid in Tunisia,2013,FALSE,"Qatar Charity has launched an urgent aid program in Tunisia valued at QAR 5.5 million. The program targets poor areas in Tunisia and includes the rehabilitation of schools, health centers and housing. The project will improve housing for 37 poor families in the states of Zaghouan and Jendouba, provide in-kind assistance for 22 poor families, carry out the necessary rehabilitation and equipping of four health centers and 3 elementary schools in Zaghouan and the rehabilitation of a road in a poor district that suffers particularly during the rainy season. The project also includes the purchase of suitable housing units consisting of two rooms, a hall, a kitchen and a bathroom for 25 families currently living in shacks in one of the marginalized neighborhoods of the city of Amenhalh. STAFF_NOTE: The Arab humanities portal and qatar press releases sources list the dollar amount as 55 million, not 5.5 million. However, they make reference to building the same number of houses and helping the same number of people as the original article in this project entry.",160,Other Social infrastructure and services,,Implementation,2,In-kind Grant (Goods or Services),Tunisia,"http://www.qcharity.com/en/index.php?option=com_content&view=article&id=180:qatar-charity-launches-urgent-aid-program-in-tunisia-at-a-cost-of-55-qar-million&catid=1:news&Itemid=50, Government Source (Donor/Recipient); http://www.arabhum.net/contentitemen.php?ID=12265, Media Report, including Wikileaks; http://arabpressreleases.qa/politics/2888/tunisian-interim-pm-meets-qatar-charitys-officials/, Media Report, including Wikileaks; http://www.qcharity.com/en/index.php?option=com_content&view=article&id=180:qatar-charity-launches-urgent-aid-program-in-tunisia-at-a-cost-of-55-qar-million&catid=1:news, Government Source (Donor/Recipient); http://webcache.googleusercontent.com/search?q=cache:zJEl__ufAsAJ:www.alarab.qa/mobile/details.php%3FissueId%3D1943%26artid%3D237746+&cd=1&hl=en&ct=clnk&gl=qa, Media Report, including Wikileaks",5,"Qatar Charity, National NGO",,"Qatar Charity, National NGO",1,,,Check,0,ODA-like,2,Development,1,Active,1,,5500000,QAR,1.015,3.65,"1,484,581",,,,,3,"Africa, regional",616; 616; 616,139; 139; 139,Tunisia; Tunisia; Tunisia,TUN; TUN; TUN,TN; TN; TN,788; 788; 788,744; 744; 744,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-24 14:08,"Jendouba, Amenhalh, Zaghouan","Nabil Ahoija, Governor of Zhagouan ; ousef Bin Ahmed Al Kuwari, Chief Executive ",0
33024,Qatar,Qatar helps fund Egyptian microfinance initiative,2013,FALSE,"In June 2013 Silatech began Capacity Building for Egyptian Microfinance to provide IT software from Microsoft to MFIs, develop new software for loan tracking, and provide capacity building programs. Qatar is partnered with Microsoft and the Egyptian Microfinance Network on this initiative.",240,Banking and Financial Services,,Implementation,2,In-kind Grant (Goods or Services),Egypt,"http://www.silatech.com/home/project-countries/egypt, Government Source (Donor/Recipient)",1,"Silatech, Foundation",Microsoft,"Silatech, Foundation",1,,,Check,0,ODA-like,2,Development,1,Active,1,,,,,,,,,,,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-22 16:58,,,0
33022,Qatar,Qatar supports Egypt Youth Saving Initiative,2013,FALSE,"In September 2013 Silatech began the Egypt Youth Savings Initiative to provide youth savings accounts and financial literacy training to 20,000 low-income youth. This is part of a regional initiative in partnership with various organizations including Sanabel, the National Bank of Egypt, and the Egyptian Banking Institute.",240,Banking and Financial Services,,Implementation,2,In-kind Grant (Goods or Services),Egypt,"http://www.silatech.com/home/project-countries/egypt, Government Source (Donor/Recipient); http://www.silatech.com/home/news-events/silatech-news/silatech-news-details/2012/04/17/silatech-giz-and-sanabel-to-launch-regional-youth-savings-initiative-targeting-150-000, Government Source (Donor/Recipient)",2,,"Sanabel; National Bank of Egypt, State-Owned Company; Silatech, Foundation; Egyptian Banking Institute",,,,,Check,0,ODA-like,2,Development,1,Active,1,,,,,,,,,,,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-17 10:45,,,0
33028,Qatar,Qatar supports youth economic access in Egypt,2013,FALSE,"In Sept. 2013, the Qatari organization Silatech launched a project to increase Egyptian youths' economic access through community development associations. The goal is to increase access to 10,000 youth over the three years since its beginning. Silatech also plans to support village savings and loans associations, which serve to provide training, business development services and financing solutions to youth.",250,Business and Other Services,,Implementation,2,Grant (Vague),Egypt,"http://www.silatech.com/home/project-countries/egypt, Government Source (Donor/Recipient)",1,,,,,,,Check,0,ODA-like,2,Development,1,Active,1,,,,,,,,,,,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,TRUE,FALSE,,,,,,14-08-04 12:03,,,0
33288,Qatar,Qatar Deposits $3 billion in Egypt Central Bank (Project Returned),2013,FALSE,"In April 2013, Qatar pledged to deposit 3 billion USD into Egypt's central bank as a form of economic relief. An April 28, 2013 report suggests that Egypt had not deposited the entirety of the 3 billion USD loan by then because of ongoing discussions over the interest rate for the loan. By June 17th, 2013, Qatar had deposited 3 billion USD into Egypt's central bank at a 3 percent interest rate loan. However, a February 2014 report by the African Development Bank indicates that Egypt had returned the 3 billion USD loan to Qatar by the end of 2013 (December 2013). ",510,General Budget Support,,Completion,3,Loan (excluding debt rescheduling),Egypt,"http://www.ft.com/cms/s/0/790a7d52-a1f4-11e2-8971-00144feabdc0.html#axzz35Z0RXmFr, Media Report, including Wikileaks; http://english.ahram.org.eg/NewsContent/3/12/92348/Business/Economy/Egypt-to-return--billion-to-Qatar-by-end-of-.aspx, Media Report, including Wikileaks; http://www.afdb.org/fileadmin/uploads/afdb/Documents/Publications/Egypt_Economic_Quarterly_Review_-_Volume_5_-_February_2014.pdf, Other Official Source (non-Donor, non-Recipient); http://www.economonitor.com/blog/2013/06/understanding-egypt/, Media Report, including Wikileaks; http://english.alarabiya.net/en/business/2013/04/28/Egyptian-official-says-Qatar-s-3-billion-loan-not-received.html, Media Report, including Wikileaks; http://english.ahram.org.eg/NewsContent/3/12/92348/Business/Economy/Egypt-to-return--billion-to-Qatar-by-end-of-.aspx, Media Report, including Wikileaks",6,,,,,,,Check,0,OOF-like,3,Development,1,Active,1,,"3,000,000,000",USD,1.015,1,"2,955,665,025",,,,,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,FALSE,FALSE,Concessional,3,,,,14-08-04 12:08,,,0
33290,Qatar,"Qatar pledges an additional $2.5 billion to Egypt (linked to project ID#33282, #32325)",2013,FALSE,"In January 2013, Qatar pledged an additional 2.5 billion USD of assistance to the Egyptian bringing its total assistance to Egypt to over 5 billion USD. This pledge would include a 500 million USD grant to the Egyptian government and 2 billion USD in bond purchases. The package was in response to the suffering Egyptian economy. By the end of 2013, Egypt returned 3 billion USD is bonds to Qatar, with a plan to return an additional 3 billion USD by the end of 2014. ",510,General Budget Support,,Completion,3,Monetary Grant (excluding debt forgiveness),Egypt,"http://www.aljazeera.com/news/middleeast/2013/01/201318155713651261.html, Media Report, including Wikileaks; https://www.academia.edu/5319334/A_Comparison_of_the_Political_Economy_of_Egypt_and_South_Korea, Academic Journal Article; http://www.iemed.org/observatori-en/arees-danalisi/arxius-adjunts/anuari/iemed-2013/Malmvig%20Lassen%20Arab%20Uprisings%20Regional%20Implications%20EN.pdf, Other Academic (Working Paper, Dissertation); http://www.blominvestbank.com/Library/Files/Uploaded%20Files/MENA%20Review%20and%20Quarterly%20Outlook%20-%20Q1%202013.pdf, Other Official Source (non-Donor, non-Recipient); http://english.ahram.org.eg/NewsContent/3/12/68914/Business/Economy/Qatar-pledges-additional--billion-aid-to-Egypt-.aspx, Media Report, including Wikileaks; http://english.ahram.org.eg/NewsContent/3/12/92348/Business/Economy/Egypt-to-return--billion-to-Qatar-by-end-of-.aspx, Media Report, including Wikileaks; http://www.cbe.org.eg/NR/rdonlyres/1375FA80-721E-4432-A6E6-B9B957649DE6/2159/External42.pdf, Government Source (Donor/Recipient)",7,,,,,"Central Bank of Egypt, Government Agency",1,Check,0,OOF-like,3,Development,1,Active,1,,"2,000,000,000",USD,1.015,1,"1,970,443,350",,,,,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,FALSE,FALSE,,,,,,14-08-05 14:30,,,0
33282,Qatar,Qatar offers $500 million Grant to Egypt (linked to project ID#33290),2013,FALSE,"In January 2013, Qatar pledged an additional 2.5 billion USD of assistance to the Egyptian bringing its total assistance to Egypt to over 5 billion USD. This pledge would include a 500 million USD grant to the Egyptian government and 2 billion USD in bond purchases (project ID#33290). The package was in response to the suffering Egyptian economy. By the end of 2013, Egypt returned 3 billion USD in bonds to Qatar, with a plan to return an additional 3 billion USD of Qatari aid by the end of 2014.",510,General Budget Support,,Pipeline: Commitment,11,Monetary Grant (excluding debt forgiveness),Egypt,"http://english.al-akhbar.com/node/11384, Media Report, including Wikileaks; http://www.reuters.com/article/2013/11/04/us-egypt-qatar-deposits-idUSBRE9A30VU20131104, Media Report, including Wikileaks; http://english.ahram.org.eg/NewsContent/3/12/61485/Business/Economy/Egypt-receives--million-from-Qatar,--more-from-Tur.aspx, Media Report, including Wikileaks; http://www.nytimes.com/2013/01/09/world/middleeast/qatar-doubles-aid-to-egypt.html, Media Report, including Wikileaks",4,,,,,,,Check,0,ODA-like,2,Development,1,Active,1,,"500,000,000",USD,1.015,1,"492,610,837",,,,,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,FALSE,FALSE,,,,,,14-08-05 14:28,,,0
32421,Qatar,Qatar grants five tanks of liquid natural gas to Egypt worth $410 million,2013,FALSE,"In June of 2013 Qatar agreed to give Egypt five tanks of liquid natural gas in order to assist Egypt with an energy crisis. These were to be paid for by Qatar and implemented by Qatargas II, BG Group and Petronas. Each cargo was to contain 3.4 trillion British thermal units and were valued to $410 million. Four tankers were shipped out from Ras Laffan in August and the fifth was due to be loaded in September. Note that this agreement was to be part of a larger, long-term deal between Egypt and Qatar, yet in September talks were halted due to disagreements on the terms of the deal. ",230,Energy Generation and Supply,,Implementation,2,In-kind Grant (Goods or Services),Egypt,"https://global.factiva.com/aa/?ref=PLATT00020130610e96a0015u&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=LBA0000020130610e96a000pn&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=NRG0000020130612e96c0001o&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://the-mea.co.uk/sites/default/files/GSN-954-article-MEA%20(2).pdf, Media Report, including Wikileaks; http://english.ahram.org.eg/NewsContent/3/12/73645/Business/Economy/Qatar-to-give-Egypt-five-natural-gas-cargoes-over-.aspx, Media Report, including Wikileaks",5,,"Qatargas, Private Sector; BG Group, Private Sector","Qatargas, Private Sector",1,"Egypt Ministry of Petroleum, Government Agency; Egyptian Natural Gas Holding Company, State-Owned Company",2,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=PLATT00020130610e96a0015u&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=LBA0000020130610e96a000pn&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=NRG0000020130612e96c0001o&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","410,000,000",USD,1.015,1,"403,940,887",,30-Jul-13,,15-Sep-13,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-27 18:07,,"Emir Sheikh Tamim Bin Hamad Al-Thani, Emir of Qatar ; Tarek al-Baraktawy, EGPC Chairman ",0
32565,Qatar,Qatar Charity provides aid to Syrian refugees in Iraq,2013,FALSE,"In early May 2013, reports indicated that Qatar Charity had distributed 440 packages of aid materials (including food, clothing and medical and kitchen supplies) among Syrian refugees in the Al Qaim area of Iraq. The aid packages were intended to benefit 1,744 Syrian refugees. Qatar Charity had reportedly recently distributed clothes and blankets for the benefit of around 12,000 displaced and refugee Syrians in Syria and Jordan as part of the Warmth for Syria project. ",700,Emergency Response,,Implementation,2,In-kind Grant (Goods or Services),Iraq,"https://global.factiva.com/aa/?ref=GUTIME0020130512e95b00008&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://thepeninsulaqatar.com/news/qatar/235850/qatar-charity-unicef-in-humanitarian-drive, Media Report, including Wikileaks; http://www.breitbart.com/system/wire/upi20130505-164508-7301, Media Report, including Wikileaks",3,"Qatar Charity, National NGO",,"Qatar Charity, National NGO",1,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=GUTIME0020130512e95b00008&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,1,Iraq,645,543,Iraq,IRQ,IQ,368,433,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-27 18:13,Al Qaim area of Iraq,,0
